payment_pk,customer_id,merchant_txid,amount,status,created_at,token,last4,card_type
288,117,TX-00000288,43.71,declined,2023-05-22,68568cd25ec56eda5e5761de,7751,mastercard
289,21,TX-00000289,41.44,failed,2021-09-24,7e95b329e239f446e2adaf39,8802,visa
290,55,TX-00000290,181.23,failed,2024-10-18,b2ff9bd8b81d5b60bfbc5da9,9622,visa
291,104,TX-00000291,237.35,declined,2025-05-15,8db712c4b8ad68904385b644,7468,visa
292,224,TX-00000292,109.16,failed,2024-07-27,f7ee492d813ef941b0928f96,7937,mastercard
293,113,TX-00000293,277.16,failed,2025-02-07,302bb9d75e735942069ab2d5,7830,visa
294,211,TX-00000294,69.32,declined,2021-09-18,18cb704f35d3a4c6379917c7,8942,visa
295,183,TX-00000295,185.8,declined,2023-11-18,605cc7f1786e51bb5f5b36dc,9669,mastercard
296,31,TX-00000296,279.32,failed,2023-08-28,c6b672702b233ce3269d68ee,1534,visa
297,192,TX-00000297,66.95,declined,2023-01-27,d743a6ea31b693b87547344a,2945,mastercard
298,155,TX-00000298,341.67,success,2021-09-05,4572eff4faacc953c4d2b010,7055,mastercard
299,147,TX-00000299,119.39,declined,2021-11-10,7a14df62badb25ef15ec3465,2929,mastercard
300,96,TX-00000300,125.45,failed,2022-09-14,b0746cc6ff0d3504e7b5012d,5816,visa
301,125,TX-00000301,16.05,success,2021-10-19,3f225c6fff57c2079ef25d18,7910,visa
302,13,TX-00000302,375.04,failed,2022-08-04,6f2a9850c9039a390f2cb1f6,4532,visa
303,47,TX-00000303,328.55,failed,2021-01-05,17dc26e1b3adcd4b073f40cc,3004,visa
304,141,TX-00000304,142.72,success,2023-05-06,653b2dd02c39abbf45a67b7d,8883,mastercard
305,147,TX-00000305,127.33,failed,2022-11-23,bf0d55ab98dab4917f71601e,7181,mastercard
306,122,TX-00000306,334.61,declined,2021-09-29,2da08bc7814f51c5c24a0636,3269,mastercard
307,130,TX-00000307,256.4,failed,2024-09-28,a182d63d5f6ff70670010a96,8357,mastercard
308,39,TX-00000308,347.21,failed,2021-07-02,53d0806c8c2c078fe1be7dd0,7711,mastercard
309,100,TX-00000309,96.96,failed,2022-11-26,8766c6272337b963bcbab70a,9863,mastercard
310,12,TX-00000310,383.44,failed,2025-02-16,6a27c79578048cc741598bdc,5544,visa
311,166,TX-00000311,39.97,success,2024-12-19,bfbdfb8cf2b1c32be2bf0f2e,1406,visa
312,147,TX-00000312,253.89,declined,2022-09-25,db293303e3083ed7adb1349b,3028,visa
313,165,TX-00000313,225.94,success,2024-06-21,bca5a1d4c4db2ffd1f2bb191,9877,mastercard
314,148,TX-00000314,304.26,declined,2023-12-05,0bd6210818fdb48de7a33cfd,4103,mastercard
315,193,TX-00000315,192.96,success,2021-09-04,61fa1f1ce5d4d92e00a9b138,9713,mastercard
316,47,TX-00000316,385.14,failed,2022-02-26,2ff3e98d4e8d976ca8847da3,5018,visa
317,213,TX-00000317,283.72,declined,2023-06-29,4c7632ee5fa190f3343ab3c4,2386,visa
318,207,TX-00000318,215.75,failed,2023-04-03,65036e43053465f30d21d149,1737,mastercard
319,126,TX-00000319,345.48,success,2022-11-28,52fe831e0c58729230030d69,8160,visa
320,47,TX-00000320,168.9,declined,2022-10-12,7437669e6c0719fa67ae4b00,7258,visa
321,66,TX-00000321,40.95,success,2024-01-15,0d38b57e7870f0f0d3604187,3755,mastercard
322,74,TX-00000322,61.89,failed,2025-04-23,dbe427e0a1e425280a4cfb30,2468,visa
323,40,TX-00000323,126.18,failed,2024-10-21,b0da7018d3d033c1ae4ff870,3772,visa
324,16,TX-00000324,247.72,failed,2022-01-07,652c92a19f4518269726a4d2,1445,mastercard
325,183,TX-00000325,28.11,failed,2021-07-22,4149c1fa9a5b2e869f0983fc,6243,mastercard
326,37,TX-00000326,168.07,failed,2022-06-13,aa055bb149d6a367509b920f,7152,visa
327,242,TX-00000327,331.96,success,2021-04-17,6a2ccb056270525c10352dec,4318,visa
328,62,TX-00000328,302.09,declined,2022-04-30,3c52ed6b161a21475c20233a,9076,visa
329,131,TX-00000329,302.19,failed,2021-08-24,a0a3e8e290582ab6d1c7b591,5412,visa
330,16,TX-00000330,130.74,declined,2023-04-14,1c63b74d82f7fca28487264f,2072,visa
331,124,TX-00000331,16.42,declined,2022-04-24,38f08048a5763ef52df15073,1305,mastercard
332,69,TX-00000332,223.86,declined,2024-10-14,58492309e42958fd01f8f975,2663,mastercard
333,64,TX-00000333,306.38,declined,2021-09-15,3368337112263149adf8ddbc,5990,visa
334,146,TX-00000334,165.66,success,2024-07-26,29ff76cb52926a708bf1eba9,9199,mastercard
335,53,TX-00000335,314.24,success,2023-02-04,835d2997b945641397d6acff,9854,visa
336,44,TX-00000336,313.9,declined,2023-05-18,baf31ae613f3e6be12a1a82c,8401,mastercard
337,11,TX-00000337,5.4,failed,2024-06-25,1b8d07443f1296510d3355e6,5739,mastercard
338,168,TX-00000338,388.97,success,2021-05-04,15c6b8bb24c49dd557d2b0d8,8900,visa
339,70,TX-00000339,241.16,declined,2023-02-18,70db2f8163552cca1dbac914,6757,mastercard
340,216,TX-00000340,254.72,declined,2023-11-12,c3ecbe53760fa08655e9103c,5609,mastercard
341,12,TX-00000341,68.76,declined,2024-02-28,7cb8f51255c70ea1aef979fe,2145,mastercard
342,77,TX-00000342,40.44,declined,2021-09-09,ec9b54d41fbd6b7c7c145151,3288,visa
343,186,TX-00000343,224.81,failed,2023-06-04,689859a01eaef6f246b6fe7f,4454,visa
344,157,TX-00000344,204.4,failed,2024-10-28,970cf0eea9163928e216e784,6613,mastercard
345,163,TX-00000345,108.24,declined,2023-07-17,879c8f62c2cb88394b76da21,5473,mastercard
346,63,TX-00000346,266.6,failed,2022-12-01,80de0b365c9cdd087e139251,4450,visa
347,118,TX-00000347,383.8,failed,2021-02-02,00e205ccd16adc311afcc9fe,3190,visa
348,166,TX-00000348,369.29,declined,2023-09-03,feff5ccc8815a4c7b10fbed9,1070,visa
349,231,TX-00000349,8.78,success,2023-04-27,cb09f0d2645a2db0ac98ab93,9011,mastercard
350,196,TX-00000350,160.15,success,2024-08-22,a68a34afdcb42863f3b7248d,2270,visa
351,138,TX-00000351,17.22,declined,2023-07-01,e5189da0b2097a87c89ce7a0,3022,visa
352,91,TX-00000352,388.96,failed,2024-05-16,90b40be742457ab327fb87a1,6864,visa
353,100,TX-00000353,74.99,declined,2021-01-18,a1aeef886700d4607ea26299,3044,visa
354,119,TX-00000354,151.34,success,2023-06-30,0214988adc87687a542dd318,1153,mastercard
355,57,TX-00000355,298.54,failed,2024-10-25,c3ec42d6273202ed54f62ddb,6862,visa
356,50,TX-00000356,40.54,declined,2024-07-04,af7661c5d3aa98b1c4ef3003,5967,mastercard
357,207,TX-00000357,288.53,success,2023-10-09,2432e7806e105920afc4e2bb,6947,mastercard
358,10,TX-00000358,115.9,declined,2024-12-18,ad13e7db3e1583697fcf350b,4425,mastercard
359,2,TX-00000359,82.45,declined,2023-03-23,9752d5489fb259e975660a6e,2817,mastercard
360,223,TX-00000360,114.55,declined,2023-10-09,60ea481142edde33eb380049,3793,mastercard
361,142,TX-00000361,81.54,declined,2024-03-04,869d10a4171a0355fbf3a700,3875,mastercard
362,17,TX-00000362,237.33,declined,2021-05-14,09591d62f7047a9d17eaebd8,3087,mastercard
363,67,TX-00000363,373.76,success,2023-12-08,fd3f9d96cf918a43dcf461dc,5494,visa
364,50,TX-00000364,339.83,success,2024-11-20,f73292a3c0123d1e59bc6c04,9731,mastercard
365,158,TX-00000365,104.9,declined,2023-07-19,802e534fe913623184902137,1032,visa
366,241,TX-00000366,173.71,declined,2024-08-24,75203814ccbda2438d12201f,1849,mastercard
367,219,TX-00000367,375.81,failed,2023-04-14,a8f593403c6892d7eb1dfaa4,5489,mastercard
368,32,TX-00000368,273.67,failed,2023-10-12,3c98febb4475e898900331f7,6922,visa
369,133,TX-00000369,304.81,declined,2022-04-05,b691b6f72c9cb37c996ef8e6,1769,mastercard
370,72,TX-00000370,367.76,declined,2023-07-09,270fcbe982795786f97cb228,6181,mastercard
371,2,TX-00000371,159.78,failed,2021-06-17,93680dd246ca710f266f5a69,1415,mastercard
372,189,TX-00000372,94.12,declined,2023-05-18,e560e6d649f1597cd13f281c,2219,mastercard
373,235,TX-00000373,103.74,success,2022-11-06,fc5fecaaf4584e2a423a7cf2,6092,visa
374,17,TX-00000374,252.27,success,2021-02-27,d83c7c762391ae7cecb708c0,8863,mastercard
375,111,TX-00000375,324.18,declined,2024-07-06,19d0070fd1cfe29405f36bce,6477,mastercard
376,216,TX-00000376,103.91,success,2023-08-28,5f5f872a76b703cc01d71eb6,4905,mastercard
377,246,TX-00000377,139.62,success,2022-11-15,a5b6da9622c3fbeb9a729ac8,9514,visa
378,204,TX-00000378,98.51,success,2025-05-08,bc0df417687be40fb92bbbd8,8184,visa
379,196,TX-00000379,42.79,failed,2024-03-31,e2a8c363ac41cf00e7cfb7a0,3045,mastercard
380,22,TX-00000380,389.94,success,2023-02-12,6bbb8189559a7f50eb37aa5b,6132,visa
381,228,TX-00000381,339.84,success,2021-09-19,8faac62e99264f0a7fc08642,2015,mastercard
382,236,TX-00000382,321.94,success,2022-09-10,3ac518f96095ca36c89cc55b,8075,mastercard
383,17,TX-00000383,45.22,success,2024-02-20,8f271d32a8d906d97016840b,1855,mastercard
384,76,TX-00000384,340.72,failed,2021-07-16,cd32eadb0d42a3c81247a9c4,7735,mastercard
385,60,TX-00000385,346.51,declined,2024-07-01,86769a71e96583fddcf17126,1173,mastercard
386,117,TX-00000386,156.65,failed,2024-06-24,ed37b33ee0dd8a65b85a0d3c,2659,mastercard
387,87,TX-00000387,262.11,declined,2021-02-23,36c19d8d50ea95088b49a49e,8439,mastercard
388,133,TX-00000388,134.64,success,2021-08-10,ef856f9cb45d15bfd318492c,2682,visa
389,4,TX-00000389,240.09,success,2024-04-29,23bac70eb4782183ee0437e2,4172,visa
390,232,TX-00000390,231.42,declined,2023-11-09,0dc66ab9268a1e62aff7a743,5198,visa
391,91,TX-00000391,171.3,declined,2024-06-25,0b8ca0a9e91e36ca0a9d2659,8284,visa
392,48,TX-00000392,101.05,success,2021-05-04,10749038479a3e34a13e53b4,3091,mastercard
393,80,TX-00000393,235.89,declined,2024-08-27,e03ca242b8b1fe530a587cc8,6861,mastercard
394,80,TX-00000394,235.55,declined,2025-05-08,65977f03bcc6ebadbbc31e6a,3385,mastercard
395,38,TX-00000395,190.46,declined,2022-12-04,f0a438830e0472cacc142f35,5768,visa
396,95,TX-00000396,388.26,declined,2024-04-16,2da6c0dcff1133084cfd5c0f,3369,mastercard
397,15,TX-00000397,98.77,declined,2021-04-22,c75015bdda0fb0303e662c16,7915,mastercard
398,89,TX-00000398,82.19,success,2024-08-04,68063f9f29e6083c8165408a,4297,mastercard
399,202,TX-00000399,32.02,success,2024-09-29,9bd814fceeafc213b4460a42,8794,visa
400,178,TX-00000400,278.28,failed,2024-05-13,a25bd82815e60b94bb1981fa,6425,mastercard
401,219,TX-00000401,233.47,failed,2024-06-15,4561add891875319e117c828,5909,mastercard
402,108,TX-00000402,134.8,success,2023-07-20,1ebe88101ac503f126437d54,1691,mastercard
403,127,TX-00000403,91.67,success,2024-08-01,6c92cf0d505451df3e11a90e,4654,visa
404,178,TX-00000404,95.96,declined,2022-03-13,d6032775e1751f58399761a4,4916,visa
405,124,TX-00000405,295.16,failed,2025-02-24,d0ebd595877177eb08c05b5b,7158,visa
406,53,TX-00000406,163.12,success,2023-01-14,0c095e04fbdfdea86b6a3b4e,1162,visa
407,19,TX-00000407,146.37,declined,2021-08-24,112a4239ec89c12235e060a6,3333,mastercard
408,75,TX-00000408,178.96,declined,2024-04-14,877ad00a1424d36154e2e2f1,6896,visa
409,12,TX-00000409,390.25,success,2022-02-10,e820e1ea0a151f137a457f76,5654,visa
410,45,TX-00000410,91.48,failed,2025-01-12,877447120fdb1767940eb319,3855,mastercard
411,87,TX-00000411,339.78,success,2022-01-01,d36268fd34bdbfd39266e36d,4211,mastercard
412,6,TX-00000412,74.55,failed,2021-07-27,8b4ba95147aa75721ba94d83,1343,mastercard
413,213,TX-00000413,272.59,failed,2024-09-03,c6ee8e952ac4055d1df5f089,2818,visa
414,87,TX-00000414,374.77,failed,2023-07-24,c50a942ca8f4b4828e18f4f1,4934,visa
415,95,TX-00000415,324.75,declined,2021-12-17,1d10c7a0360c901b132f9ccc,9633,mastercard
416,205,TX-00000416,399.09,failed,2024-12-27,28d651f58d662f947b437138,2071,mastercard
417,31,TX-00000417,62.05,success,2022-01-24,274cae66cfea724b24eb92df,4140,visa
418,137,TX-00000418,154.39,failed,2022-10-14,5da8a60c51c70415cc098f8b,8037,mastercard
419,163,TX-00000419,101.6,success,2025-04-12,caca50d41515b5da5f038ca2,4098,visa
420,219,TX-00000420,216.51,success,2022-11-03,77d9296fe2694c965975c12c,5049,mastercard
421,14,TX-00000421,253.64,failed,2021-09-16,e1712614d5f3a07f19f566d9,9327,mastercard
422,248,TX-00000422,235.71,failed,2022-03-05,3aee05d4ca5f07a0f70e38f4,2333,mastercard
423,201,TX-00000423,190.91,declined,2024-06-13,b41bc552064f3ad0ddb6e5c6,2062,visa
424,43,TX-00000424,205.9,declined,2025-03-19,d66ee97a48eeb1c5d7782082,9342,visa
425,96,TX-00000425,201.94,failed,2022-01-02,4e6879ad52ddb1907b168fb7,6272,visa
426,183,TX-00000426,152.68,declined,2023-09-17,6e3d5fbe4c8794ccfc3b92ea,9106,visa
427,122,TX-00000427,110.99,failed,2024-07-30,64b508699026ec1f76b95b86,1599,mastercard
428,54,TX-00000428,91.71,success,2023-07-15,9bd6668e844150785b63f03e,4840,visa
429,102,TX-00000429,91.34,failed,2023-02-12,888618d63caab44ea46568ec,3575,mastercard
430,240,TX-00000430,337.76,failed,2024-02-02,91f6b7ff8ef502b6967587a0,2388,visa
431,35,TX-00000431,301.89,failed,2023-06-30,dab2d3854334093ba9b28ccf,9500,visa
432,91,TX-00000432,95.92,success,2023-08-11,22b45a5c0235a66c71e39488,9392,visa
433,160,TX-00000433,137.87,failed,2023-08-16,5d6460d7c874ea7092b39f95,8086,visa
434,105,TX-00000434,150.17,failed,2022-10-12,8d7df2afdd509375beb4e682,5473,mastercard
435,98,TX-00000435,14.76,failed,2022-04-24,b799ca03324a6b9bf98da99c,5351,mastercard
436,166,TX-00000436,34.98,success,2022-08-27,205435b498d426c46344aac2,9220,visa
437,132,TX-00000437,220.93,success,2022-07-21,ac3432fa219372b649e7b629,4731,mastercard
438,26,TX-00000438,51.84,failed,2021-03-20,898fd3dc13511e1650bf102d,9946,visa
439,52,TX-00000439,136.83,declined,2022-11-06,2ee38f83b49651d0f2a594dd,5096,visa
440,78,TX-00000440,299.36,declined,2022-07-17,9d6ef54fd0420f62f619b0d5,4123,mastercard
441,181,TX-00000441,243.59,success,2025-03-21,18e218d2d441c6af254733bb,9898,visa
442,234,TX-00000442,108.15,failed,2022-08-01,c2310e250d950472234a80a3,6679,mastercard
443,201,TX-00000443,398.75,failed,2024-04-02,9c4b307081a62dedc992bd51,1194,visa
444,121,TX-00000444,263.37,success,2023-03-26,716a4983894e47991487f484,4728,visa
445,59,TX-00000445,290.72,success,2023-08-30,2e6296791fcccae556754ead,4829,mastercard
446,133,TX-00000446,236.87,declined,2025-04-01,20bc57312fd2c4481d1bde29,8679,mastercard
447,185,TX-00000447,326.69,failed,2021-06-25,bb2ff63a29a7bafeba4fe877,6129,mastercard
448,217,TX-00000448,79.2,declined,2023-05-06,2e21676b8ba6a8702515f6a6,4433,mastercard
449,113,TX-00000449,182.74,declined,2021-03-03,f1de5b9a5397b04c7455d1b2,7139,mastercard
450,36,TX-00000450,233.12,success,2022-09-18,120c1b433148df412d2f5a29,1158,visa
451,128,TX-00000451,325.11,failed,2022-11-27,501fd0dad5892106a288908a,4694,visa
452,108,TX-00000452,173.16,failed,2025-04-12,7a7744c32847db84fc7a3142,9808,visa
453,77,TX-00000453,133.8,success,2024-03-08,e23d8ae7b1e4180351eae60a,1527,mastercard
454,237,TX-00000454,59.96,failed,2024-03-09,62ded337e515066c345bd9e8,7404,visa
455,98,TX-00000455,85.66,failed,2021-05-11,981d0a865aaf8b6bdd32badc,9757,mastercard
456,99,TX-00000456,79.39,success,2022-11-05,d9be5eeff809ec0cd7d941de,8397,mastercard
457,164,TX-00000457,358.42,success,2021-12-18,7e734e551f8ce667cc96a92f,2709,mastercard
458,173,TX-00000458,223.4,success,2024-11-12,c4b70c6d17a0330cfc6a896a,9005,mastercard
459,7,TX-00000459,78.74,success,2023-03-02,c41759ab271c3d2405745fad,5650,visa
460,53,TX-00000460,97.05,declined,2023-12-10,cce2dc4a9ae74da94e250200,2146,visa
461,117,TX-00000461,27.69,declined,2021-01-23,64c08ed9e6913694675145eb,3815,mastercard
462,84,TX-00000462,344.58,failed,2023-03-12,43819c48afac2494226a9a6d,3572,visa
463,29,TX-00000463,56.01,failed,2023-09-07,a2498b5f4db7f2c55bd248dc,2126,visa
464,100,TX-00000464,382.26,success,2021-09-24,69175b4e032edd1b25e09225,4369,mastercard
465,80,TX-00000465,175.72,declined,2024-09-23,4c99a5f50c4b90521d71a664,8778,visa
466,41,TX-00000466,243.47,failed,2024-04-18,01772a32df8269277120cb08,4325,mastercard
467,129,TX-00000467,288.12,failed,2022-07-19,c9f28b110acede787baf73ae,4304,visa
468,2,TX-00000468,396.48,failed,2021-05-12,f26dea8d31e12977c40b0e8d,7541,mastercard
469,155,TX-00000469,323.99,declined,2022-11-05,0f495c9a45557e57e1be1c3e,9043,mastercard
470,118,TX-00000470,187.76,success,2025-02-18,e4c8b5af7fe9c45017c8fd9e,2492,visa
471,74,TX-00000471,260.29,failed,2022-12-12,5f4c6b8b65e537c99db13401,5873,mastercard
472,101,TX-00000472,247.15,success,2023-05-01,499c50a5cf4c53677659b341,5081,mastercard
473,46,TX-00000473,360.49,declined,2023-06-04,c9287228c46673458143501f,8501,mastercard
474,99,TX-00000474,364.78,success,2024-12-01,b71ba57fcc36b7e8010526e1,2565,mastercard
475,101,TX-00000475,280.96,success,2022-05-06,f54fd5deb2c5ec43a268b677,3587,mastercard
476,71,TX-00000476,353.61,declined,2022-08-21,d479a259877addc0cd8c7e24,2093,mastercard
477,179,TX-00000477,291.98,success,2023-10-08,56ac21d9ff25f45e1a3a5ad8,7738,visa
478,196,TX-00000478,223.37,failed,2021-06-06,5dc7c3f62086f2e1045bfed2,2723,mastercard
479,130,TX-00000479,307.78,failed,2023-04-20,7f9ecfc4befacd7e2dffffe1,8388,visa
480,43,TX-00000480,104.84,declined,2021-04-02,3a21f86b07648acb36d1ea10,8572,visa
481,7,TX-00000481,33.91,declined,2024-10-15,e3549ad20b050e98d0f99c1a,8567,mastercard
482,98,TX-00000482,140.74,failed,2022-02-03,c3338686a02a06a715670312,7499,mastercard
483,10,TX-00000483,9.24,success,2024-12-23,32f0ebb16dd2d10e8edc1282,3236,visa
484,84,TX-00000484,269.77,failed,2023-09-20,c81a75726be8e575b1242e97,8558,visa
485,18,TX-00000485,37.61,declined,2022-05-12,0ff4fa41371bfd9a90a116fe,8171,mastercard
486,36,TX-00000486,190.96,failed,2021-11-27,eb39a0fd8f878261430c6511,3794,visa
487,215,TX-00000487,12.14,success,2021-12-29,f88577f6e99811f942dee713,5819,mastercard
488,32,TX-00000488,216.19,failed,2021-12-11,72bfbca22b5cad06c1e23bfd,2271,mastercard
489,172,TX-00000489,306.62,declined,2022-07-14,daed9761ae1d4f61d99176bc,3514,visa
490,113,TX-00000490,146.44,success,2025-01-03,043999ead13f25bc09ffcafd,1564,visa
491,229,TX-00000491,271.64,success,2023-06-25,ff69a072ba89ceeecf6c793b,1782,visa
492,215,TX-00000492,255.74,declined,2024-08-05,b3306c059e07c669a41c90e3,2684,visa
493,100,TX-00000493,277.69,failed,2021-04-18,882b30b324abacc4e013e5ef,1076,visa
494,13,TX-00000494,310.1,success,2022-05-27,c946cd2b7e2d1aa7de164ca1,7138,visa
495,233,TX-00000495,99.22,success,2021-02-02,a6215210aa6d5369b3737247,7908,visa
496,8,TX-00000496,395.77,failed,2022-01-29,9bca7899f77f484ebaf70829,2035,mastercard
497,57,TX-00000497,383.7,success,2024-09-22,48929399270706b11eb64cc0,3750,visa
498,186,TX-00000498,70.98,failed,2023-11-16,f3cd6a0a3e262993e31a43a1,2764,visa
499,209,TX-00000499,134.22,declined,2024-07-07,e279d3bc18ae5261afdf1b2f,4105,mastercard
500,160,TX-00000500,86.81,declined,2023-03-21,9607d25b2492ae59bbb291bd,8010,visa
501,31,TX-00000501,96.8,success,2023-01-01,b2d28900b4e188fe6cb740ef,6298,visa
502,45,TX-00000502,10.92,declined,2022-10-10,0c8c6bf01cae570be0a9d846,1196,visa
503,100,TX-00000503,89.04,success,2021-05-16,22b3bc4b86d678ce84144505,5562,visa
504,167,TX-00000504,251.44,success,2021-05-18,4888c91dffc4bc016a509cbc,4580,visa
505,106,TX-00000505,124.11,declined,2023-10-21,f5691cd952ea940f59fedb08,2668,visa
506,183,TX-00000506,216.79,declined,2021-12-18,11faf7cfa18fec2a60b64bad,5127,mastercard
507,246,TX-00000507,42.42,failed,2024-07-16,480d40bd13a847672613b6d6,7366,visa
508,174,TX-00000508,370.2,declined,2021-09-30,cda10e8d346c535e213ed010,6440,visa
509,45,TX-00000509,255.96,declined,2022-10-14,26772e095f17cc51f742c12a,8899,mastercard
510,18,TX-00000510,137.37,declined,2024-04-13,994fbd46d2fec306e658f460,8354,visa
511,98,TX-00000511,206.86,declined,2022-04-22,bbe199c687d337447f67cf49,9248,visa
512,151,TX-00000512,283.33,success,2022-04-22,2ae455a327959e66261d7e54,1347,mastercard
513,158,TX-00000513,304.78,success,2022-09-25,2c9ea83305fabfe3aefab4d6,4873,mastercard
514,189,TX-00000514,174.26,success,2024-06-23,a63e55ff497eb937eafbc77c,2300,visa
515,16,TX-00000515,59.33,failed,2022-08-31,dc72be3933fd562df45c64e7,4309,mastercard
516,39,TX-00000516,153.42,declined,2021-03-19,fada37f50bbcaab1bb532454,4900,visa
517,237,TX-00000517,291.5,failed,2025-02-22,d18f6ee4c455f9f67176f99d,6385,mastercard
518,35,TX-00000518,114.86,declined,2025-04-07,7cd39e7db5244deb26250c01,1648,visa
519,134,TX-00000519,317.75,failed,2024-08-20,4da000f967dec8b17a147548,5726,visa
520,193,TX-00000520,14.36,declined,2022-11-10,5421cd1654d1182f18ddf050,6615,mastercard
521,63,TX-00000521,86.3,success,2024-09-23,d1c1d63acd9cbff801f2a9a7,5068,visa
522,206,TX-00000522,276.5,declined,2022-04-01,92139f01dd8c5a5064d016c5,7250,visa
523,134,TX-00000523,132.05,failed,2024-07-13,ad0998af79cd7b451c3c6532,1099,mastercard
524,17,TX-00000524,348.6,success,2022-01-30,a3ee4192e6f0c002d7d5d77d,1853,mastercard
525,163,TX-00000525,396.84,success,2021-09-15,6611777116d31a59738251a6,2503,mastercard
526,45,TX-00000526,239.09,success,2022-04-29,88b299e62da071e1c8fa5309,9313,mastercard
527,21,TX-00000527,173.36,failed,2022-09-30,58da2cd096d5ca3c4de5ada1,3689,mastercard
528,185,TX-00000528,83.03,failed,2021-12-28,496a20c6dca39f47dbac870c,5079,mastercard
529,78,TX-00000529,117.71,failed,2024-07-25,080bce55bddd5e24476d720e,4299,mastercard
530,70,TX-00000530,345.66,failed,2021-06-13,351b3733436018cf4d17f587,6891,mastercard
531,102,TX-00000531,154.2,failed,2023-06-23,33cba2160ade3a714c3b1a22,7925,mastercard
532,130,TX-00000532,245.71,failed,2025-04-07,84e9fa3f7e9cc11359bfd91e,3553,mastercard
533,210,TX-00000533,381.73,failed,2021-02-10,dca2578b51667d9f539c804d,7249,mastercard
534,110,TX-00000534,342.35,failed,2024-05-03,d886e214154c8688ddc5e043,9801,mastercard
535,40,TX-00000535,223.38,success,2022-06-11,3eb0e3c1ed97602b0a189f16,7233,mastercard
536,119,TX-00000536,125.81,failed,2023-02-08,0b815aa46856c944f06c2274,8878,visa
537,19,TX-00000537,136.63,declined,2023-08-20,3a01abe96748d3b264b98dc2,4206,visa
538,40,TX-00000538,366.87,success,2021-01-27,0e20208da92f129060431967,9203,mastercard
539,187,TX-00000539,291.51,failed,2023-04-09,e8adc993823b7db3976eab22,7812,visa
540,241,TX-00000540,160.89,declined,2023-02-04,da29d7b6d5f95e3612907241,7292,visa
541,126,TX-00000541,126.59,declined,2021-05-26,8c1241457403229ceccedde3,7697,mastercard
542,227,TX-00000542,20.34,success,2023-02-28,2d19a1c315e6e9ed83943317,3660,visa
543,50,TX-00000543,306.37,failed,2025-04-29,ea07d6ddda34894ef4b3939d,6711,mastercard
544,131,TX-00000544,285.11,declined,2024-11-11,1deeab60acbb6496f735b483,7032,visa
545,179,TX-00000545,27.79,failed,2023-05-19,b748b9218fd72d7024779305,5043,mastercard
546,63,TX-00000546,193.7,failed,2024-07-16,cc8c44de25b5a40a234ec58d,1462,visa
547,179,TX-00000547,267.94,success,2022-06-20,2d8fdf5fe86651d3f2ed1300,8462,visa
548,242,TX-00000548,274.02,failed,2022-05-22,d67683b16ac6a8f027bcebeb,3644,visa
549,4,TX-00000549,51.11,success,2024-08-12,f9639439c9bbf416be4d117a,7297,mastercard
550,102,TX-00000550,283.9,success,2023-11-28,e3a040cca459053fc41c70eb,4093,mastercard
551,225,TX-00000551,172.06,failed,2022-06-02,a39a5af37532d8e5b02b78ee,5951,mastercard
552,129,TX-00000552,387.23,declined,2023-02-23,79a8b6df25b9c9bfcce157a6,6045,mastercard
553,188,TX-00000553,167.59,declined,2021-07-02,18f3d4e666fe1ecf4e296d87,2790,visa
554,163,TX-00000554,231.18,failed,2021-10-20,e80f84933d04f1ca60210afc,5407,mastercard
555,192,TX-00000555,87.76,declined,2023-03-27,27df4b55188d9b8e8d966e09,6047,mastercard
556,2,TX-00000556,394.88,failed,2021-01-04,4ffa09eda0694c695794ddbb,2587,mastercard
557,18,TX-00000557,310.63,failed,2023-12-12,39611bd23e845b8c82c104a0,7829,mastercard
558,168,TX-00000558,118.89,failed,2021-12-16,5996e1e76663122bd09607f5,3890,visa
559,96,TX-00000559,78.63,success,2022-02-10,e5b8547cd13d3c41fd497df7,8970,visa
560,47,TX-00000560,203.53,success,2023-07-12,4a8b7ef7284dbdd6b839aaf6,4482,visa
561,48,TX-00000561,84.37,declined,2022-01-10,be6e01ab3bf58d015d842367,4143,mastercard
562,67,TX-00000562,393.26,failed,2023-06-22,f889500f9d8505d46131fa14,2789,mastercard
563,223,TX-00000563,256.39,success,2022-08-24,bae1c6226dfa9f0da6b41eb0,2404,visa
564,97,TX-00000564,54.25,success,2022-12-02,0e25ea4ee4299acbb6bcc82e,1486,visa
565,150,TX-00000565,97.74,failed,2024-10-09,ef853c02b2b630693334bb8d,2651,mastercard
566,3,TX-00000566,29.12,success,2024-09-24,c315210771b353e163521d43,1685,mastercard
567,25,TX-00000567,88.37,success,2023-02-09,c0f6b38cb592daeebbdf9f0a,9520,visa
568,247,TX-00000568,305.74,failed,2023-08-28,f5a6e4f4b39f929b9f8b763d,6521,mastercard
569,155,TX-00000569,174.63,failed,2024-10-28,b13a3d72bae9a304e99caf16,6620,visa
570,81,TX-00000570,327.65,failed,2024-09-24,cb6d63d4d3f4418dc0478f82,7528,visa
571,97,TX-00000571,246.27,failed,2022-11-08,d98556f72c57265e0cb846a8,2641,mastercard
572,1,TX-00000572,185.48,declined,2023-04-03,206a795d15b90d5a27917c3e,3275,mastercard
573,7,TX-00000573,242.75,declined,2022-07-27,875a2acd82e33da81a732fb7,5072,visa
574,95,TX-00000574,183.51,declined,2024-09-11,8f2639a64848fdfbc5772513,8785,mastercard
575,132,TX-00000575,168.19,success,2021-01-07,40dfef81acec34a6b83d0463,6278,visa
